192.190.1.1 is BAD
bad.bad is BAD
2022-12-06 14:14:43.712473	192.190.1.1 is BAD
2022-12-06 14:14:43.804245	bad.bad is BAD
2022-12-06 14:34:54.543854	192.190.1.1 is BAD
2022-12-06 14:34:54.606335	bad.bad is BAD
2022-12-06 14:38:29.523309	192.190.1.1 is BAD
2022-12-06 14:38:29.580909	bad.bad is BAD
2022-12-06 14:39:20.351739	192.190.1.1 is BAD
2022-12-06 14:39:20.408363	bad.bad is BAD
